,Index,Strokes,Meanings,Readings,krad,Kanji,Grade,Kanji Classification,JLPT-test,Kanji Frequency with Proper Nouns,Kanji Frequency without Proper Nouns,Symmetry
蚤,2091,10,[' flea]'],['のみ'],"['虫', '又']",,,,,,,
蛇,2092,11,[' snake serpent/large snake]'],['へび'],"['虫', '匕', '宀']",['蛇'],[7],['形声 Phonetic'],[1],[2437],[2159],['S']
蛉,2093,11,[],[],"['虫', '𠆢', '卩']",,,,,,,
蛍,2094,11,[' firefly (Luciola cruciata)/lightning bug/glowworm]'],['ほたる'],"['⺌', '虫', '冖']",['蛍'],[7],['形声 Phonetic'],[1],[1320],[1310],['R']
蛙,2095,12,[' frog kajika frog (Buergeria buergeri)]'],['かえる'],"['虫', '土']",,,,,,,
蛟,2096,12,[' mizuchi/mythical dragon-like beast]'],['みずち'],"['虫', '父', '亠']",,,,,,,
蛮,2097,12,[],[],"['虫', '亠']",['蛮'],[7],['形声 Phonetic'],[1],[707],[703],['S']
蛻,2098,13,"[' shed skin (of a snake, insect, etc.)/ecdysis,', ' cast-off skin (snake, insect, etc.)/husk/empty shell/exuvia/exuviae]']","['もぬけ', 'ぬけがら', 'け']","['口', '虫', '并', '儿']",,,,,,,
蛾,2099,13,[' moth]'],['が'],"['虫', '亅', '戈', '手']",,,,,,,
蜀,2100,13,[' Sichuan (province in China) Shu/Shu Han/kingdom in China during the Three Kingdoms era (221-263) Shu/kingdom in ancient China (-316 BCE)]'],['しょく'],"['虫', '罒', '勹']",,,,,,,
蜂,2101,13,[' bee/wasp/hornet]'],['はち'],"['｜', '一', '虫', '夂']",['蜂'],[7],['形声 Phonetic'],[0],[1418],[1110],['S']
蜃,2102,13,[],[],"['辰', '虫']",,,,,,,
蜚,2103,14,[],[],"['虫', '非']",,,,,,,
蜜,2104,14,[' nectar honey honeydew treacle/molasses sorbitol (when visible as dark patches inside an apple)]'],['みつ'],"['ノ', '心', '虫', '丶', '宀']",['蜜'],[7],['形声 Phonetic'],[0],[773],[773],['S']
蜻,2105,14,[],[],"['月', '青', '虫', '土', '二', '亠']",,,,,,,
蜿,2106,14,[],[],"['虫', '夕', '卩', '宀']",,,,,,,
蝉,2107,15,[' cicada/locust small-sized pulley]'],['せみ'],"['十', '⺌', '虫', '田']",,,,,,,
蝶,2108,15,[' butterfly]'],['ちょう'],"['虫', '木', '世']",,,,,,,
蝸,2109,15,[],[],"['口', '虫', '冂']",,,,,,,
蝿,2110,15,[' fly (any insect of infraorder Muscomorpha) person of no worth/pisher/scrub]'],['はえ'],"['亀', '虫', '田', '乙', '勹']",,,,,,,
螂,2111,16,[],[],"['艮', '虫', '⻏']",,,,,,,
融,2112,16,[],[],"['口', '虫', '儿', '冂', '鬲']",['融'],[7],['会意 Com. Ideographic'],[1],[108091],[106891],['S']
螳,2113,17,[],[],"['口', '⺌', '虫', '土', '冖']",,,,,,,
螻,2114,17,"[' mole cricket (esp. the Oriental mole cricket, Gryllotalpa orientalis) being penniless/being broke]']",['けら'],"['｜', '一', '口', '女', '虫']",,,,,,,
蟄,2115,17,[],[],"['九', '十', '辛', '虫', '立', '丶', '亠']",,,,,,,
蟠,2116,18,[],[],"['虫', '田', '釆', '米']",,,,,,,
蟷,2117,19,[],[],"['口', '⺌', '虫', '田', '冖']",,,,,,,
蟻,2118,19,[' ant]'],['あり'],"['一', '王', '虫', '并', '羊', '亅', '戈', '手']",,,,,,,
蠅,2119,19,[' fly (any insect of infraorder Muscomorpha) person of no worth/pisher/scrub]'],['はえ'],"['虫', '黽']",,,,,,,
血,2120,6,[' blood blood/ancestry/lineage/stock (the) blood/feelings/passions]'],['ち'],"['血', '皿']",['血'],[3],['会意 Com. Ideographic'],[2],[41708],[41651],['S']
衆,2121,12,[' great numbers (of people)/numerical superiority/masses people/folk/clique/bunch]'],['しゅう'],"['血', '皿']",['衆'],[6],['会意 Com. Ideographic'],[1],[92285],[18138],['S']
行,2122,6,"[' line (of text)/row/verse carya (austerities) samskara (formations) semi-cursive style (of writing Chinese characters)/running style,', "" going/travelling/traveling/journey/trip act/action bank counter for banks counter for groups or parties of people type of classical Chinese verse (usu. an epic from the Tang period onwards) shopping district (of similar merchants; in the Sui and Tang periods) merchants' guild (in the Tang period)]""]","['ぎょう', 'こう']","['行', '彳']",['行'],[2],['象形 Pictographic'],[5],[750313],[708761],['P']
衍,2123,9,[],[],"['行', '氵', '彳']",,,,,,,
衒,2124,11,[],[],"['行', '亠', '幺', '彳', '玄']",,,,,,,
術,2125,11,"[' art/technique means/way trick/trap/plot/stratagem magic,', ' way/method/means]']","['じゅつ', 'すべ']","['行', '十', '丶', '彳', '木']",['術'],[5],['会意 Com. Ideographic'],[3],[131760],[127136],['P']
街,2126,12,"[' ... street/... quarter/... district,', ' town/block/neighbourhood/neighborhood downtown/main street street/road 109.09 m99 hectares]']","['がい', 'まち']","['行', '土', '彳']",['街'],[4],['形声 Phonetic'],[1],[36634],[35407],['S']
衛,2127,16,[],[],"['口', '行', '彳', '韋']",['衛'],[5],['形声 Phonetic'],[1],[110244],[57115],['S']
衝,2128,15,"[' important point (e.g. on a route) important role (responsibility, etc.) opposition]']",['しょう'],"['｜', '行', '日', '彳', '里']",['衝'],[7],['形声 Phonetic'],[1],[26549],[26549],['S']
衡,2129,16,[' yoke constraints/oppression]'],['くびき'],"['行', '大', '田', '彳', '勹']",['衡'],[7],['会意 Com. Ideographic'],[1],[3278],[3209],['S']
衢,2130,24,"[' the public/the street (e.g. ""word on the street"") street/district/quarters location (e.g. of a battle)/scene (e.g. of carnage) divide (e.g. between life and death) fork (in a road)/crossroads]']",['ちまた'],"['行', '目', '彳', '隹']",,,,,,,
衣,2131,6,"[' clothes/garment gown/robe coating (e.g. glaze, batter, icing),', ' clothing/garment/dress]']","['ころも', 'きぬ']","['衣', '亠']",['衣'],[4],['象形 Pictographic'],[2],[17482],[14250],['S']
表,2132,8,"[' surface face (i.e. the visible side of an object) front (of a building, etc.)/obverse side (i.e. ""head"") of a coin outside/exterior appearance public first half (of an inning)/top (of an inning) cover (for tatami mats, etc.) foreground,', ' table/chart/list memorial to an emperor]']","['おもて', 'ひょう']","['衣', '士']",['表'],[3],['会意 Com. Ideographic'],[3],[629796],[628434],['S']
衰,2133,10,[],[],"['衣', '一', '亠']",['衰'],[7],['会意 Com. Ideographic'],[1],[7105],[7089],['S']
衷,2134,10,[],[],"['衣', '十', '口']",['衷'],[7],['形声 Phonetic'],[1],[459],[459],['.']
衾,2135,10,[' quilt/bedding]'],['ふすま'],"['衣', '𠆢']",,,,,,,
袂,2136,9,[' sleeve (esp. of a kimono)/pocket of sleeve vicinity (esp. of a bridge) foot of a mountain/base of a mountain]'],['たもと'],"['衤', '人', '大', '二']",,,,,,,
袋,2137,11,"[' bag/sack/pouch skin of an orange (and other like fruits) dead end plot of land surrounded by water,', ' counter for things inside a bag]']","['ふくろ', 'たい']","['衣', '⺅', '弋']",['袋'],[7],['形声 Phonetic'],[2],[17171],[11030],['P']
袒,2138,10,[],[],"['衤', '日']",,,,,,,
袖,2139,10,"[' sleeve wing (of a stage, desk, gate, etc.)]']",['そで'],"['｜', '一', '衤', '田']",['袖'],[7],['形声 Phonetic'],[0],[3236],[2556],['P']
被,2140,10,"[' indicates the target of an activity/-ee (e.g. employee, examinee, trustee)]']",['ひ'],"['衤', '皮', '又']",['被'],[7],['形声 Phonetic'],[2],[158623],[158336],['R']
裁,2141,12,[' judge]'],['さい'],"['土', '亠', '厶', '戈', '衣']",['裁'],[6],['形声 Phonetic'],[1],[187046],[172776],['S']
裂,2142,12,[],[],"['衣', '刂', '歹']",['裂'],[7],['形声 Phonetic'],[1],[14118],[14118],['S']
装,2143,12,[' clothing/dressing binding (of a book)]'],['そう'],"['衣', '士', '爿']",['装'],[6],['形声 Phonetic'],[2],[65339],[64282],['P']
裎,2144,12,[],[],"['ノ', '口', '土', '王', '衤']",,,,,,,
裏,2145,13,"["" opposite side/bottom/other side/side hidden from view/undersurface/reverse side rear/back/behind lining/inside in the shadows/behind the scenes/offstage/behind (someone's) back more (to something than meets the eye)/hidden side (e.g. of one's personality)/unknown circumstances/different side proof opposite (of a prediction, common sense, etc.)/contrary inverse (of a hypothesis, etc.) bottom (of an inning)/last half (of an inning),"", ' in (e.g. secret)/with (e.g. success)]']","['うら', 'り']","['衣', '里', '亠']",['裏'],[6],['形声 Phonetic'],[2],[37372],[37235],['R']
裕,2146,12,[],[],"['口', '衤', '谷', 'ハ', '𠆢']",['裕'],[7],['形声 Phonetic'],[1],[42283],[9873],['.']
裘,2147,13,"[' fur coat,', ' fur coat (to protect against the cold) clothes made with the down of birds]']","['かわごろも', 'けごろも']","['衣', '水', '丶', '亠']",,,,,,,
補,2148,12,[' assistant .../probationary ...]'],['ほ'],"['十', '衤', '用', '丶']",['補'],[6],['形声 Phonetic'],[2],[144396],[144371],['R']
裡,2149,12,[' in (e.g. secret)/with (e.g. success)]'],['り'],"['衤', '里']",,,,,,,
裳,2150,14,"[' ancient skirt, チマ', ' chima/long skirt traditionally worn by Korean women]']",['も'],"['衣', '口', '⺌', '冖']",,,,,,,
裸,2151,13,[' nakedness/nudity bareness/nakedness/baldness/being uncovered being penniless concealing nothing/openness]'],['はだか'],"['衤', '田', '木']",['裸'],[7],['形声 Phonetic'],[1],[3324],[3324],['S']
裼,2152,13,[],[],"['ノ', '衤', '日', '勿']",,,,,,,
製,2153,14,[' -made/make]'],['せい'],"['衣', '刂', '牛', '巾']",['製'],[5],['形声 Phonetic'],[1],[103775],[86050],['S']
裾,2154,13,[' hem/(trouser) cuff/shirttail/bottom (of a kimono)/train (of a dress) bottom part/bottom edge foot (of a mountain) tips (of hair) downstream]'],['すそ'],"['口', '十', '衤', '尸']",['裾'],[7],['形声 Phonetic'],[0],[649],[387],['.']
褄,2155,13,[' skirt (of a kimono)/hem (of a kimono)]'],['つま'],"['｜', 'ヨ', '一', '衤', '女']",,,,,,,
複,2156,14,"[' compound/composite/multiple/re-/bi- doubles (tennis, badminton, etc.) place bet (in horse racing, etc.)/show bet/bet that predicts a top 2 or top 3 finish (depending on number of horses, etc. in race)]']",['ふく'],"['衤', '日', '夂']",['複'],[5],['形声 Phonetic'],[2],[39101],[39101],['R']
褌,2157,14,"["" fundoshi/loincloth/traditional Japanese men's undergarment made from a length of cotton kimono underskirt wrestler's ornamental apron,"", ' T-shaped section of a loincloth mawashi]']","['ふんどし', 'みつ']","['車', '衤', '冖']",,,,,,,
褐,2158,13,[' dark indigo (almost black) coarse cloth]'],['かち'],"['衤', '日', '勹', '匕']",['褐'],[7],['形声 Phonetic'],[1],[547],[547],['.']
褒,2159,15,[],[],"['衣', '⺅', '口', '小', '亠']",['褒'],[7],['形声 Phonetic'],[1],[2529],[2529],['R']
褫,2160,15,[],[],"['衤', '卜', '儿', '匕', '厂', '虍']",,,,,,,
襄,2161,17,[],[],"['｜', '衣', '一', 'ハ', '亠']",,,,,,,
襟,2162,18,[' collar/lapel/neckband/neck nape of the neck/scruff of the neck]'],['えり'],"['示', '二', '小', '衤', '木']",['襟'],[7],['形声 Phonetic'],[1],[1239],[1198],['S']
襲,2163,22,"["" pile/heap/layers (e.g. of clothing)/set (e.g. of boxes)/course (e.g. of stones) counter for things that are stacked, piled up (or layered, etc.) layers of clothing worn under one's overcoat combination of colors created by layering of garments (colours)]""]","['かさね', 'ね']","['衣', '月', '立']",['襲'],[7],['会意 Com. Ideographic'],[1],[22855],[22855],['P']
襴,2164,22,[' horizontally-wrapped fabric forming the bottom part of some traditional Japanese clothing]'],['らん'],"['衤', '日', '木', '門']",,,,,,,
西,2165,6,"[' west,', ' Spain Spanish (language), シャー', ' west wind tile winning hand with a pung (or kong) of west wind tiles]']","['にし', 'せい']",['西'],['西'],[2],['仮借 Loan'],[5],[215897],[54683],['R']
要,2166,9,"[' pivot vital point/cornerstone/keystone Japanese photinia,', ' cornerstone/main point/keystone requirement/need necessary/required]']","['かなめ', 'よう']","['女', '西']",['要'],[4],['象形 Pictographic'],[3],[343227],[340979],['S']
覆,2167,18,"["" concealment (of one's vices)/veil/cover overturning/toppling]""]",['ふく'],"['西', '日', '夂', '彳']",['覆'],[7],['形声 Phonetic'],[1],[10712],[10712],['S']
覇,2168,19,[' supremacy (over a nation)/hegemony/domination/leadership championship/victory]'],['は'],"['革', '月', '西']",['覇'],[7],['会意 Com. Ideographic'],[1],[32973],[28959],['S']
覈,2169,19,[],[],"['西', '白', '方', '攵']",,,,,,,
見,2170,7,"[' looking/viewing (please) try (to),', ' view (of life, etc.)/outlook]']","['み', 'けん']","['見', '目', '儿']",['見'],[1],['象形 Pictographic'],[5],[719042],[688417],['P']
規,2171,11,[],[],"['見', '土', '大']",['規'],[5],['会意 Com. Ideographic'],[3],[125053],[122281],['S']
視,2172,11,[' viewing as .../seeing as .../treating as .../regarding as ...]'],['し'],"['見', '礻']",['視'],[6],['形声 Phonetic'],[1],[136691],[114421],['P']
覚,2173,12,[' Satori/folklore monster that can read minds]'],['さとり'],"['見', '⺌', '冖']",['覚'],[4],['形声 Phonetic'],[3],[65444],[64368],['P']
覧,2174,17,[],[],"['ノ', '見', '臣', '二']",['覧'],[6],['会意 Com. Ideographic'],[1],[13536],[13341],['P']
親,2175,16,"[' parent/parents/mother and father dealer (in cards, mahjong, etc.)/banker founder/inventor (pet) owner key/parent (organization)/main ancestor/forefather,', ' intimacy/closeness/friendliness close relative pro- (e.g. pro-American)]']","['おや', 'しん']","['見', '十', '辛', '并', '木', '立', '亠']",['親'],[2],['会意 Com. Ideographic'],[4],[130969],[129143],['R']
観,2176,18,[' look/appearance spectacle/sight observation meditation outlook on .../view of ...]'],['かん'],"['見', '隹', '矢']",['観'],[4],['形声 Phonetic'],[3],[103991],[101903],['S']
覿,2177,22,[],[],"['貝', '目', 'ハ', '見', '士', '儿', '囗']",,,,,,,
角,2178,7,"[' angle square/cube bishop third degree (of the Japanese and Chinese pentatonic scale) Chinese ""horn"" constellation (one of the 28 mansions) jiao (monetary unit of China; one-tenth of a yuan),', "" corner/edge (street) corner/turning rough edges (of one's character, words, etc.)/abrasiveness/harshness/sharpness,"", ' horn/antler antenna/feeler/tentacle (e.g. of a snail) horn-like projection (e.g. peaks of whipped cream),', ' corner/nook/recess downstage right (on a noh stage)]']","['かく', 'かど', 'つの', 'すみ']","['角', '勹', '月', '｜']",['角'],[2],['象形 Pictographic'],[2],[53297],[43674],['S']
解,2179,13,"[' solution (of an equation, inequality, etc.)/root (e.g. of a polynomial) solution (to a given problem)/answer explanation/interpretation]']",['かい'],"['角', '牛', '刀']",['解'],[5],['会意 Com. Ideographic'],[3],[231535],[231356],['S']
触,2180,13,"[' proclamation/official notice touch/contact,', ' contact/touch tactile object uncleanliness]']","['ふれ', 'れ', 'そく']","['角', '虫']",['触'],[7],['形声 Phonetic'],[2],[33402],[33374],['S']
觴,2181,18,[' sake cup/cup for alcoholic beverages]'],['さかずき'],"['ノ', '角', '日', '勿']",,,,,,,
言,2182,7,[' word/remark/statement]'],['げん'],['言'],['言'],[2],['象形 Pictographic'],[4],[408709],[408580],['P']
計,2183,9,"[' plan meter/measuring device (in) total/total (of),', ' progress]']","['けい', 'はか']","['言', '十']",['計'],[2],['会意 Com. Ideographic'],[4],[225855],[223446],['P']
討,2184,10,[],[],"['言', '寸']",['討'],[6],['形声 Phonetic'],[1],[84446],[84446],['S']
訓,2185,10,"[' teaching/instruction/teachings/precept/lesson/doctrine,', "" native Japanese reading of a Chinese character precept/lesson/one's teachings]""]","['おしえ', 'え', 'くん']","['言', '川']",['訓'],[4],['形声 Phonetic'],[2],[22413],[21608],['S']
託,2186,10,[],[],"['ノ', '一', '乙', '言']",['託'],[7],['形声 Phonetic'],[1],[26692],[25391],['P']
記,2187,10,[' account/history/chronicle/annals/record Kojiki/Records of Ancient Matters]'],['き'],"['言', '已']",['記'],[2],['形声 Phonetic'],[3],[325687],[320434],['P']
訥,2188,11,[],[],"['言', '人', '冂']",,,,,,,
訪,2189,11,[],[],"['言', '方']",['訪'],[6],['形声 Phonetic'],[3],[91412],[88820],['S']
許,2190,11,"[' only/merely/nothing but/no more than approximately/about just (finished, etc.) as if to/(as though) about to indicates emphasis always/constantly,', "" under (guidance, supervision, rules, the law, etc.) under (a flag, the sun, etc.)/beneath with (e.g. one blow)/on (the promise, condition, assumption, etc. that ...)/in (e.g. the name of) (somebody's) side/(somebody's) location,"", ' approximately/about only/nothing but just (finished, etc.)]']","['ばかり', 'り', 'もと', 'ばかし', 'し']","['ノ', '干', '言', '十']",['許'],[5],['形声 Phonetic'],[3],[46404],[45217],['P']
訳,2191,11,"[' conclusion from reasoning, judgement or calculation based on something read or heard/reason/cause/meaning/circumstances/situation,', ' translation/version (e.g. ""English version"")]']","['わけ', 'やく']","['言', '尸', '丶']",['訳'],[6],['形声 Phonetic'],[1],[26637],[26637],['S']
訴,2192,12,[],[],"['斤', '言', '丶']",['訴'],[7],['形声 Phonetic'],[1],[127929],[127902],['P']
診,2193,12,[],[],"['言', '𠆢', '彡']",['診'],[7],['形声 Phonetic'],[1],[36486],[36473],['P']
証,2194,12,"[' mark/sign symbol/emblem badge/crest/flag evidence/proof token (of gratitude, affection, etc.),', "" proof/evidence/sign/testimony/vindication certificate/license/membership card to testify (usu. Christian religious context) enlightenment symptoms (in Chinese medicine)/patient's condition]""]","['しるし', 'あかし']","['一', '言', '止']",['証'],[5],['形声 Phonetic'],[1],[133739],[115212],['S']
詈,2195,12,[],[],"['言', '罒']",,,,,,,
詐,2196,12,[],[],"['｜', 'ノ', '言']",['詐'],[7],['形声 Phonetic'],[1],[14705],[14705],['R']
詔,2197,12,[' imperial decree/imperial edict]'],['みことのり'],"['言', '口', '刀']",['詔'],[7],['形声 Phonetic'],[1],[407],[356],['.']
評,2198,12,[' criticism/commentary/review]'],['ひょう'],"['｜', '一', '言', '二', '并']",['評'],[5],['形声 Phonetic'],[1],[103038],[102684],['P']
詞,2199,12,"[' language/dialect word/words/phrase/term/expression/remark speech/(manner of) speaking learning to speak/language acquisition,', ' words/writing/lyrics ci (form of Chinese poetry) independent word]']","['ことば', 'し']","['言', '口', '亅', '一']",['詞'],[6],['形声 Phonetic'],[2],[6812],[6812],['P']
詠,2200,12,[' recitation (of a poem)/chanting/singing composition (of a poem)/composed poem]'],['えい'],"['言', '水', '丶']",['詠'],[7],['形声 Phonetic'],[1],[2523],[2294],['S']
試,2201,13,[' testing/experiment/test/examination/exam/trial]'],['し'],"['言', '工', '弋']",['試'],[4],['形声 Phonetic'],[4],[168464],[167576],['R']
詩,2202,13,"[' song classical Japanese poetry (esp. tanka) modern poetry,', ' poem/verse of poetry]']","['うた', 'し']","['言', '寸', '土']",['詩'],[3],['形声 Phonetic'],[1],[21247],[20800],['R']
詭,2203,13,[],[],"['言', '卩', '厂']",,,,,,,
